"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"7841","Des Moines","Furniture","$107","$1,185","Consumer",2014-02-03,"Tables"
"7842","New York City","Office Supplies","$14","$46","Consumer",2016-02-07,"Appliances"
"7843","Arlington","Office Supplies","$27","$58","Consumer",2014-02-04,"Binders"
"7844","Arlington","Office Supplies","$34","$71","Consumer",2014-02-04,"Paper"
"7845","Pharr","Furniture","-$21","$124","Consumer",2017-02-07,"Tables"
"7846","Arlington","Office Supplies","$70","$155","Consumer",2015-02-09,"Paper"
"7847","Arlington","Technology","$562","$1,872","Consumer",2015-02-09,"Phones"
"7848","Houston","Furniture","-$7","$16","Consumer",2016-02-02,"Furnishings"
"7849","Irving","Office Supplies","-$4","$19","Consumer",2016-02-05,"Storage"
"7850","Irving","Office Supplies","-$3","$13","Consumer",2016-02-05,"Storage"
"7851","Irving","Office Supplies","$2","$5","Consumer",2016-02-05,"Labels"
"7852","Chicago","Office Supplies","$3","$8","Corporate",2014-02-12,"Paper"
"7853","Chicago","Office Supplies","-$53","$20","Corporate",2014-02-12,"Appliances"
"7854","Los Angeles","Office Supplies","$5","$10","Home Office",2015-02-12,"Paper"
"7855","Hattiesburg","Office Supplies","$90","$321","Consumer",2017-02-12,"Appliances"
"7856","Hattiesburg","Technology","$23","$52","Consumer",2017-02-12,"Accessories"
"7857","New York City","Office Supplies","$9","$26","Corporate",2014-02-05,"Binders"
"7858","New York City","Technology","$135","$464","Corporate",2014-02-05,"Phones"
"7859","New York City","Office Supplies","$78","$236","Corporate",2014-02-05,"Appliances"
"7860","New York City","Office Supplies","$18","$40","Corporate",2014-02-05,"Paper"
"7861","Cuyahoga Falls","Office Supplies","-$12","$19","Consumer",2017-02-03,"Binders"
"7862","Seattle","Technology","$3","$18","Consumer",2015-02-10,"Accessories"
"7863","Seattle","Office Supplies","$0","$82","Consumer",2015-02-10,"Storage"
"7864","Mesa","Office Supplies","-$65","$273","Consumer",2015-02-07,"Storage"
"7865","Mesa","Office Supplies","$7","$18","Consumer",2015-02-07,"Paper"
"7866","Mesa","Furniture","$50","$442","Consumer",2015-02-07,"Chairs"
"7867","Mesa","Furniture","-$192","$128","Consumer",2015-02-07,"Bookcases"
"7868","Salt Lake City","Office Supplies","$80","$166","Home Office",2014-02-11,"Paper"
"7869","Los Angeles","Office Supplies","$6","$13","Consumer",2016-02-05,"Paper"
"7870","Jacksonville","Technology","-$3","$24","Consumer",2017-02-07,"Accessories"
"7871","Lakewood","Office Supplies","$9","$24","Corporate",2017-02-09,"Envelopes"
"7872","Lake Forest","Office Supplies","$3","$6","Home Office",2016-02-10,"Labels"
"7873","Lake Forest","Furniture","$103","$915","Home Office",2016-02-10,"Chairs"
"7874","Lake Forest","Office Supplies","$4","$9","Home Office",2016-02-10,"Paper"
"7875","Lake Forest","Office Supplies","$46","$98","Home Office",2016-02-10,"Paper"
"7876","Portland","Office Supplies","$11","$31","Corporate",2017-02-09,"Paper"
"7877","Portland","Office Supplies","$1","$11","Corporate",2017-02-09,"Appliances"
"7878","Charlotte","Office Supplies","$2","$5","Consumer",2015-02-03,"Labels"
"7879","Aurora","Furniture","-$303","$242","Home Office",2016-02-11,"Furnishings"
"7880","Philadelphia","Furniture","-$118","$337","Corporate",2016-02-06,"Tables"
"7881","Thornton","Office Supplies","$1","$13","Consumer",2017-02-12,"Art"
"7882","Thornton","Technology","$11","$77","Consumer",2017-02-12,"Accessories"
"7883","Thornton","Technology","$14","$102","Consumer",2017-02-12,"Accessories"
"7884","Thornton","Office Supplies","$4","$10","Consumer",2017-02-12,"Paper"
"7885","Thornton","Office Supplies","$6","$47","Consumer",2017-02-12,"Supplies"
"7886","Thornton","Furniture","$7","$23","Consumer",2017-02-12,"Furnishings"
"7887","Thornton","Furniture","$3","$17","Consumer",2017-02-12,"Furnishings"
"7888","Thornton","Furniture","$5","$16","Consumer",2017-02-12,"Furnishings"
"7889","Davis","Office Supplies","$16","$32","Consumer",2016-02-08,"Paper"
"7890","Fayetteville","Office Supplies","$5","$20","Consumer",2016-02-12,"Art"
"7891","Fayetteville","Technology","$172","$400","Consumer",2016-02-12,"Accessories"
"7892","Fayetteville","Furniture","$138","$344","Consumer",2016-02-12,"Furnishings"
"7893","Fayetteville","Office Supplies","$50","$106","Consumer",2016-02-12,"Paper"
"7894","New York City","Office Supplies","$4","$14","Home Office",2017-02-07,"Binders"
"7895","Wheeling","Office Supplies","$40","$82","Home Office",2017-02-06,"Binders"
"7896","Wheeling","Office Supplies","$3","$6","Home Office",2017-02-06,"Binders"
"7897","Wheeling","Office Supplies","$219","$448","Home Office",2017-02-06,"Paper"
"7898","Memphis","Office Supplies","$31","$272","Consumer",2017-02-08,"Appliances"
"7899","Memphis","Office Supplies","-$1,238","$1,615","Consumer",2017-02-08,"Binders"
"7900","Memphis","Office Supplies","$9","$24","Consumer",2017-02-08,"Fasteners"
"7901","Memphis","Technology","$0","$2","Consumer",2017-02-08,"Accessories"
"7902","Memphis","Furniture","$0","$32","Consumer",2017-02-08,"Furnishings"
"7903","Memphis","Office Supplies","$5","$15","Consumer",2017-02-08,"Envelopes"
"7904","Memphis","Furniture","$48","$424","Consumer",2017-02-08,"Chairs"
"7905","Houston","Office Supplies","$27","$77","Consumer",2015-02-11,"Paper"
"7906","Dallas","Office Supplies","$2","$4","Home Office",2015-02-10,"Envelopes"
"7907","Dallas","Office Supplies","-$7","$4","Home Office",2015-02-10,"Binders"
"7908","San Francisco","Office Supplies","$179","$716","Corporate",2016-02-07,"Appliances"
"7909","Morgan Hill","Furniture","$7","$269","Consumer",2016-02-12,"Tables"
"7910","Morgan Hill","Office Supplies","$6","$22","Consumer",2016-02-12,"Art"
"7911","Morgan Hill","Office Supplies","$7","$49","Consumer",2016-02-12,"Storage"
"7912","Morgan Hill","Furniture","-$12","$206","Consumer",2016-02-12,"Bookcases"
"7913","Saint Charles","Furniture","-$32","$30","Consumer",2016-02-04,"Furnishings"
"7914","Cleveland","Office Supplies","$2","$26","Consumer",2017-02-08,"Storage"
"7915","New York City","Technology","$1,668","$3,405","Home Office",2017-02-06,"Machines"
"7916","New York City","Technology","$8","$101","Home Office",2017-02-06,"Accessories"
"7917","Philadelphia","Furniture","-$93","$344","Home Office",2015-02-11,"Chairs"
"7918","Garland","Office Supplies","$4","$30","Home Office",2017-02-09,"Art"
"7919","San Diego","Office Supplies","$7","$23","Home Office",2015-02-07,"Binders"
"7920","Waterbury","Office Supplies","$11","$39","Home Office",2017-02-09,"Storage"
"7921","Waterbury","Technology","$11","$60","Home Office",2017-02-09,"Accessories"
"7922","Columbia","Office Supplies","$82","$174","Consumer",2017-02-03,"Binders"
"7923","Hollywood","Technology","$38","$384","Home Office",2017-02-09,"Phones"
"7924","Hollywood","Office Supplies","-$11","$16","Home Office",2017-02-09,"Binders"
"7925","Springfield","Office Supplies","$11","$22","Consumer",2016-02-08,"Binders"
"7926","Springfield","Office Supplies","$52","$104","Consumer",2016-02-08,"Labels"
"7927","New York City","Technology","$1","$3","Corporate",2017-02-11,"Accessories"
"7928","New York City","Technology","$171","$570","Corporate",2017-02-11,"Phones"
"7929","New York City","Furniture","$9","$51","Corporate",2017-02-11,"Furnishings"
"7930","Dallas","Furniture","-$4","$298","Home Office",2017-02-07,"Tables"
"7931","New York City","Office Supplies","$18","$60","Corporate",2016-02-03,"Art"
"7932","Portland","Furniture","$23","$230","Corporate",2016-02-07,"Chairs"
"7933","Portland","Office Supplies","$34","$106","Corporate",2016-02-07,"Paper"
"7934","Brentwood","Office Supplies","$12","$23","Corporate",2017-02-08,"Envelopes"
"7935","Brentwood","Technology","$9","$72","Corporate",2017-02-08,"Phones"
"7936","Brentwood","Office Supplies","$4","$9","Corporate",2017-02-08,"Paper"
"7937","Brentwood","Office Supplies","$5","$14","Corporate",2017-02-08,"Binders"
"7938","Brentwood","Office Supplies","$655","$2,518","Corporate",2017-02-08,"Appliances"
"7939","Brentwood","Office Supplies","$141","$541","Corporate",2017-02-08,"Storage"
"7940","Brentwood","Office Supplies","$77","$221","Corporate",2017-02-08,"Binders"
"7941","San Diego","Furniture","-$9","$81","Corporate",2016-02-12,"Chairs"
"7942","San Diego","Office Supplies","$35","$135","Corporate",2016-02-12,"Storage"
"7943","Dallas","Office Supplies","-$59","$40","Consumer",2017-02-12,"Binders"
"7944","Dallas","Office Supplies","$5","$45","Consumer",2017-02-12,"Supplies"
"7945","Dallas","Office Supplies","$2","$32","Consumer",2017-02-12,"Art"
"7946","Dallas","Office Supplies","-$66","$41","Consumer",2017-02-12,"Binders"
"7947","Dallas","Office Supplies","-$5","$3","Consumer",2017-02-12,"Binders"
"7948","El Paso","Office Supplies","-$4","$19","Consumer",2014-02-03,"Fasteners"
"7949","El Paso","Furniture","$0","$362","Consumer",2014-02-03,"Chairs"
"7950","El Paso","Furniture","-$35","$64","Consumer",2014-02-03,"Furnishings"
"7951","El Paso","Office Supplies","-$23","$130","Consumer",2014-02-03,"Storage"
"7952","New York City","Office Supplies","$2","$6","Consumer",2015-02-11,"Binders"
"7953","New York City","Technology","$250","$862","Consumer",2015-02-11,"Phones"
"7954","Revere","Office Supplies","$3","$67","Corporate",2014-02-04,"Storage"
"7955","Revere","Office Supplies","$3","$6","Corporate",2014-02-04,"Binders"
"7956","Chico","Furniture","-$60","$435","Corporate",2017-02-10,"Chairs"
"7957","Chico","Office Supplies","$7","$15","Corporate",2017-02-10,"Fasteners"
"7958","Chico","Office Supplies","$4","$16","Corporate",2017-02-10,"Appliances"
"7959","Chico","Furniture","$27","$73","Corporate",2017-02-10,"Furnishings"
"7960","Chico","Furniture","$5","$206","Corporate",2017-02-10,"Tables"
"7961","Chico","Technology","$3","$8","Corporate",2017-02-10,"Phones"
"7962","Miramar","Office Supplies","-$19","$81","Corporate",2017-02-11,"Storage"
"7963","Miramar","Office Supplies","-$16","$20","Corporate",2017-02-11,"Binders"
"7964","Miramar","Office Supplies","$49","$389","Corporate",2017-02-11,"Appliances"
"7965","Miramar","Office Supplies","$7","$21","Corporate",2017-02-11,"Paper"
"7966","Miramar","Office Supplies","$15","$41","Corporate",2017-02-11,"Paper"
"7967","Los Angeles","Office Supplies","$17","$33","Corporate",2015-02-03,"Paper"
"7968","Denver","Furniture","-$191","$91","Corporate",2016-02-10,"Bookcases"
"7969","Denver","Technology","-$3","$16","Corporate",2016-02-10,"Phones"
"7970","Denver","Furniture","$14","$121","Corporate",2016-02-10,"Chairs"
"7971","Philadelphia","Technology","-$113","$520","Corporate",2015-02-08,"Phones"
"7972","Philadelphia","Technology","-$5","$31","Corporate",2015-02-08,"Accessories"
"7973","Philadelphia","Office Supplies","$4","$10","Corporate",2015-02-08,"Paper"
"7974","Philadelphia","Office Supplies","-$2","$3","Corporate",2015-02-08,"Binders"
"7975","Philadelphia","Furniture","$0","$254","Corporate",2015-02-08,"Furnishings"
"7976","Philadelphia","Office Supplies","-$3","$4","Corporate",2015-02-08,"Binders"
"7977","Philadelphia","Office Supplies","$3","$10","Corporate",2015-02-08,"Paper"
"7978","Jackson","Technology","$198","$660","Consumer",2014-02-05,"Phones"
"7979","Jackson","Technology","$33","$114","Consumer",2014-02-05,"Phones"
"7980","Los Angeles","Office Supplies","$2","$5","Home Office",2015-02-08,"Binders"
"7981","Houston","Office Supplies","$6","$16","Consumer",2014-02-01,"Paper"
"7982","Clifton","Office Supplies","$22","$82","Consumer",2014-02-09,"Appliances"
"7983","Clifton","Furniture","$76","$255","Consumer",2014-02-09,"Furnishings"
"7984","Chicago","Office Supplies","$5","$15","Corporate",2017-02-01,"Fasteners"
"7985","Chicago","Office Supplies","$1","$8","Corporate",2017-02-01,"Art"
"7986","Seattle","Office Supplies","$3","$8","Consumer",2016-02-04,"Binders"
"7987","Long Beach","Technology","$43","$90","Consumer",2016-02-07,"Phones"
"7988","Sheboygan","Office Supplies","$12","$25","Home Office",2016-02-08,"Labels"
"7989","Sheboygan","Office Supplies","$18","$38","Home Office",2016-02-08,"Labels"
"7990","Sheboygan","Office Supplies","$4","$15","Home Office",2016-02-08,"Storage"
"7991","Sheboygan","Technology","$1","$2","Home Office",2016-02-08,"Accessories"
"7992","Boca Raton","Office Supplies","-$27","$40","Consumer",2016-02-06,"Binders"
"7993","Boca Raton","Technology","$2","$18","Consumer",2016-02-06,"Accessories"
"7994","Aurora","Office Supplies","-$3","$5","Consumer",2015-02-11,"Binders"
"7995","Aurora","Furniture","-$248","$146","Consumer",2015-02-11,"Bookcases"
"7996","Aurora","Office Supplies","-$7","$10","Consumer",2015-02-11,"Binders"
"7997","San Diego","Technology","$88","$200","Home Office",2017-02-11,"Accessories"
"7998","San Diego","Furniture","$21","$1,673","Home Office",2017-02-11,"Tables"
"7999","Seattle","Furniture","$4","$12","Corporate",2014-02-05,"Furnishings"
"8000","Seattle","Office Supplies","$19","$58","Corporate",2014-02-05,"Appliances"
"8001","Dubuque","Technology","$77","$264","Consumer",2015-02-11,"Phones"
"8002","Los Angeles","Technology","$129","$300","Consumer",2015-02-12,"Accessories"
"8003","Los Angeles","Office Supplies","$1","$26","Consumer",2015-02-12,"Supplies"
"8004","Lowell","Technology","$79","$272","Consumer",2014-02-12,"Phones"
"8005","Lowell","Furniture","$16","$46","Consumer",2014-02-12,"Furnishings"
"8006","Lowell","Furniture","$3","$10","Consumer",2014-02-12,"Furnishings"
"8007","Marysville","Office Supplies","$1","$93","Consumer",2016-02-10,"Fasteners"
"8008","Oklahoma City","Office Supplies","$5","$541","Consumer",2015-02-11,"Storage"
"8009","Oklahoma City","Office Supplies","$50","$106","Consumer",2015-02-11,"Paper"
"8010","Oklahoma City","Furniture","$384","$1,324","Consumer",2015-02-11,"Chairs"
"8011","Philadelphia","Office Supplies","$41","$127","Corporate",2014-02-03,"Paper"
"8012","Aurora","Technology","$16","$126","Consumer",2015-02-06,"Phones"
"8013","New York City","Office Supplies","$207","$664","Consumer",2017-02-05,"Binders"
"8014","New York City","Technology","$13","$120","Consumer",2017-02-05,"Accessories"
"8015","New York City","Office Supplies","$1","$3","Consumer",2017-02-05,"Fasteners"
"8016","New York City","Furniture","$6","$19","Consumer",2017-02-05,"Furnishings"
"8017","Lancaster","Furniture","$13","$61","Home Office",2014-02-09,"Furnishings"
"8018","Lancaster","Office Supplies","$3","$31","Home Office",2014-02-09,"Art"
"8019","Modesto","Technology","$5","$53","Corporate",2017-02-10,"Phones"
"8020","Saint Louis","Office Supplies","$21","$84","Consumer",2017-02-11,"Appliances"
"8021","Saint Louis","Office Supplies","$6","$12","Consumer",2017-02-11,"Paper"
"8022","Dallas","Office Supplies","-$13","$5","Corporate",2014-02-07,"Appliances"
"8023","Dallas","Office Supplies","$30","$88","Corporate",2014-02-07,"Envelopes"
"8024","Dallas","Furniture","-$94","$658","Corporate",2014-02-07,"Chairs"
"8025","Dallas","Office Supplies","-$2","$1","Corporate",2014-02-07,"Binders"
"8026","New York City","Furniture","$51","$211","Corporate",2015-02-09,"Furnishings"
"8027","New York City","Office Supplies","$2","$79","Corporate",2015-02-09,"Storage"
"8028","New York City","Technology","$7","$20","Corporate",2015-02-09,"Accessories"
"8029","New York City","Office Supplies","$108","$773","Corporate",2015-02-09,"Storage"
"8030","San Antonio","Technology","-$9","$106","Consumer",2016-02-10,"Accessories"
"8031","Amarillo","Furniture","-$11","$23","Consumer",2016-02-01,"Furnishings"
"8032","Amarillo","Office Supplies","$9","$26","Consumer",2016-02-01,"Paper"
"8033","Houston","Office Supplies","$16","$48","Consumer",2015-02-06,"Paper"
"8034","Houston","Office Supplies","-$1","$1","Consumer",2015-02-06,"Binders"
"8035","Houston","Furniture","-$21","$75","Consumer",2015-02-06,"Furnishings"
"8036","Houston","Office Supplies","$2","$5","Consumer",2015-02-06,"Labels"
"8037","Lawrence","Office Supplies","$17","$38","Consumer",2015-02-09,"Binders"
"8038","Columbus","Office Supplies","$11","$42","Corporate",2017-02-07,"Appliances"
"8039","Los Angeles","Furniture","$5","$436","Consumer",2017-02-06,"Bookcases"
"8040","Seattle","Furniture","$39","$389","Corporate",2017-02-08,"Chairs"
"8041","Seattle","Office Supplies","$34","$573","Corporate",2017-02-08,"Storage"
"8042","Seattle","Technology","$12","$33","Corporate",2017-02-08,"Accessories"
"8043","Cambridge","Technology","$25","$64","Home Office",2017-02-03,"Accessories"
"8044","Cambridge","Furniture","$12","$27","Home Office",2017-02-03,"Furnishings"
"8045","Salt Lake City","Office Supplies","$107","$295","Consumer",2017-02-09,"Binders"
"8046","New York City","Office Supplies","$130","$393","Consumer",2016-02-09,"Appliances"
"8047","Cuyahoga Falls","Office Supplies","-$1","$2","Consumer",2016-02-12,"Binders"
"8048","Wilmington","Office Supplies","$5","$16","Consumer",2017-02-11,"Paper"
"8049","New York City","Office Supplies","$198","$707","Corporate",2016-02-07,"Appliances"
"8050","Philadelphia","Office Supplies","-$5","$6","Corporate",2014-02-09,"Binders"
"8051","Philadelphia","Furniture","$5","$21","Corporate",2014-02-09,"Furnishings"
"8052","Philadelphia","Office Supplies","$3","$41","Corporate",2014-02-09,"Appliances"
"8053","New York City","Office Supplies","$4","$18","Corporate",2014-02-07,"Art"
"8054","Philadelphia","Office Supplies","-$2","$3","Corporate",2017-02-09,"Binders"
