"","City","Category","Profit","Sales","Segment"
"9103","Houston","Office Supplies","-$17","$85","Consumer"
"9104","Houston","Furniture","-$84","$65","Consumer"
"9105","Houston","Office Supplies","-$51","$32","Consumer"
"9106","Houston","Office Supplies","-$29","$178","Consumer"
"9107","Houston","Technology","$34","$288","Consumer"
"9108","Haltom City","Office Supplies","$2","$22","Corporate"
"9109","Haltom City","Office Supplies","$12","$32","Corporate"
"9110","Haltom City","Technology","$36","$208","Corporate"
"9111","Richmond","Office Supplies","$17","$36","Home Office"
"9112","Richmond","Technology","$4","$23","Home Office"
"9113","Richmond","Office Supplies","$6","$315","Home Office"
"9114","Richmond","Office Supplies","$7","$15","Home Office"
"9115","Los Angeles","Technology","$39","$624","Corporate"
"9116","Philadelphia","Technology","-$93","$430","Consumer"
"9117","Philadelphia","Furniture","$6","$32","Consumer"
"9118","Philadelphia","Furniture","-$63","$887","Consumer"
"9119","Philadelphia","Office Supplies","$7","$22","Consumer"
"9120","Los Angeles","Office Supplies","$11","$22","Home Office"
"9121","Los Angeles","Office Supplies","$47","$100","Home Office"
"9122","Los Angeles","Office Supplies","$26","$91","Corporate"
"9123","San Francisco","Office Supplies","$4","$8","Consumer"
"9124","Philadelphia","Office Supplies","-$58","$79","Consumer"
"9125","Houston","Furniture","-$4","$10","Home Office"
"9126","Houston","Furniture","-$2","$5","Home Office"
"9127","Las Cruces","Office Supplies","$3","$8","Home Office"
"9128","Houston","Office Supplies","-$11","$50","Consumer"
"9129","Redmond","Office Supplies","-$59","$88","Corporate"
"9130","Cleveland","Furniture","-$241","$301","Consumer"
"9131","Cleveland","Office Supplies","$2","$19","Consumer"
"9132","Laurel","Furniture","$10","$27","Corporate"
"9133","Laurel","Office Supplies","$36","$125","Corporate"
"9134","San Diego","Technology","$42","$556","Home Office"
"9135","Wilson","Office Supplies","-$23","$130","Corporate"
"9136","Wilson","Office Supplies","-$5","$52","Corporate"
"9137","Wilson","Office Supplies","$3","$10","Corporate"
"9138","Saint Petersburg","Office Supplies","-$12","$18","Consumer"
"9139","Saint Petersburg","Technology","$14","$181","Consumer"
"9140","Buffalo Grove","Technology","$95","$476","Consumer"
"9141","Los Angeles","Technology","$48","$160","Home Office"
"9142","New York City","Technology","$12","$44","Corporate"
"9143","Las Vegas","Office Supplies","$3","$8","Consumer"
"9144","Las Vegas","Technology","$70","$1,123","Consumer"
"9145","Las Vegas","Office Supplies","$19","$65","Consumer"
"9146","Naperville","Office Supplies","-$4","$3","Consumer"
"9147","Burlington","Technology","$43","$100","Corporate"
"9148","Burlington","Office Supplies","$3","$8","Corporate"
"9149","Burlington","Office Supplies","$407","$1,564","Corporate"
"9150","Detroit","Office Supplies","$67","$139","Corporate"
"9151","Detroit","Office Supplies","$12","$66","Corporate"
"9152","Avondale","Office Supplies","$2","$15","Consumer"
"9153","Avondale","Technology","$1","$23","Consumer"
"9154","Avondale","Office Supplies","$2","$16","Consumer"
"9155","Philadelphia","Furniture","$3","$19","Consumer"
"9156","Las Vegas","Office Supplies","$19","$40","Consumer"
"9157","Bangor","Office Supplies","$28","$102","Corporate"
"9158","Bangor","Office Supplies","$125","$260","Corporate"
"9159","Bangor","Technology","$105","$255","Corporate"
"9160","Hendersonville","Office Supplies","-$3","$4","Home Office"
"9161","Hendersonville","Office Supplies","-$8","$12","Home Office"
"9162","Eau Claire","Furniture","$32","$406","Consumer"
"9163","Eau Claire","Furniture","$177","$680","Consumer"
"9164","Chicago","Technology","$1","$2","Consumer"
"9165","Chicago","Office Supplies","-$394","$143","Consumer"
"9166","San Diego","Technology","$504","$4,477","Consumer"
"9167","San Diego","Office Supplies","$50","$105","Consumer"
"9168","San Diego","Office Supplies","$72","$241","Consumer"
"9169","Jackson","Office Supplies","$147","$320","Home Office"
"9170","Jackson","Office Supplies","$21","$46","Home Office"
"9171","Oxnard","Furniture","$2","$32","Home Office"
"9172","Oxnard","Office Supplies","$23","$48","Home Office"
"9173","Oxnard","Office Supplies","$223","$1,113","Home Office"
"9174","Oxnard","Office Supplies","$11","$23","Home Office"
"9175","Kent","Technology","$9","$72","Consumer"
"9176","Kent","Office Supplies","$9","$19","Consumer"
"9177","Nashville","Office Supplies","-$21","$31","Corporate"
"9178","New York City","Technology","$4","$14","Consumer"
"9179","New York City","Office Supplies","$6","$24","Consumer"
"9180","Westminster","Technology","$44","$708","Consumer"
"9181","Westminster","Office Supplies","$4","$12","Consumer"
"9182","Westminster","Office Supplies","$12","$31","Consumer"
"9183","Westminster","Technology","$8","$56","Consumer"
"9184","Westminster","Office Supplies","$12","$25","Consumer"
"9185","Westminster","Furniture","$16","$52","Consumer"
"9186","Westminster","Furniture","$26","$207","Consumer"
"9187","Westminster","Office Supplies","$412","$1,473","Consumer"
"9188","Allentown","Office Supplies","-$1","$3","Home Office"
"9189","Allentown","Technology","$4","$22","Home Office"
"9190","Allentown","Office Supplies","-$166","$663","Home Office"
"9191","Allentown","Office Supplies","-$83","$100","Home Office"
"9192","Allentown","Office Supplies","$15","$50","Home Office"
"9193","San Antonio","Office Supplies","-$47","$29","Corporate"
"9194","San Antonio","Technology","$39","$345","Corporate"
"9195","Avondale","Office Supplies","$4","$48","Consumer"
"9196","Avondale","Technology","-$17","$102","Consumer"
"9197","San Jose","Office Supplies","$19","$40","Consumer"
"9198","San Jose","Technology","$125","$1,432","Consumer"
"9199","San Jose","Office Supplies","$11","$41","Consumer"
"9200","San Jose","Furniture","$32","$257","Consumer"
"9201","Perth Amboy","Furniture","$12","$121","Consumer"
"9202","Perth Amboy","Office Supplies","$149","$316","Consumer"
"9203","New York City","Office Supplies","$10","$29","Corporate"
"9204","New York City","Office Supplies","$32","$115","Corporate"
"9205","Los Angeles","Office Supplies","$7","$23","Corporate"
"9206","Milford","Office Supplies","$4","$15","Consumer"
"9207","Milford","Office Supplies","$25","$52","Consumer"
"9208","Bloomington","Technology","$7","$40","Consumer"
"9209","Seattle","Office Supplies","$4","$16","Corporate"
"9210","Burlington","Office Supplies","$3","$7","Home Office"
"9211","Burlington","Office Supplies","$3","$5","Home Office"
"9212","Roseville","Office Supplies","$9","$19","Consumer"
"9213","San Francisco","Furniture","$11","$40","Corporate"
"9214","San Francisco","Furniture","$29","$79","Corporate"
"9215","Philadelphia","Office Supplies","$7","$21","Corporate"
"9216","Los Angeles","Office Supplies","$16","$32","Corporate"
"9217","Odessa","Office Supplies","-$25","$14","Corporate"
"9218","Minneapolis","Office Supplies","$7","$15","Home Office"
"9219","Philadelphia","Office Supplies","$3","$45","Consumer"
"9220","Philadelphia","Furniture","-$205","$301","Consumer"
"9221","Lafayette","Office Supplies","$5","$11","Consumer"
"9222","Lafayette","Furniture","$346","$1,505","Consumer"
"9223","Lafayette","Office Supplies","$12","$26","Consumer"
"9224","Bryan","Office Supplies","-$13","$8","Home Office"
"9225","Bryan","Office Supplies","-$2","$1","Home Office"
"9226","Bryan","Office Supplies","-$6","$4","Home Office"
"9227","Bryan","Office Supplies","-$13","$53","Home Office"
"9228","Los Angeles","Office Supplies","$107","$381","Corporate"
"9229","Los Angeles","Office Supplies","$3","$7","Home Office"
"9230","Los Angeles","Office Supplies","$6","$15","Consumer"
"9231","Los Angeles","Office Supplies","$28","$58","Consumer"
"9232","Phoenix","Office Supplies","-$694","$947","Consumer"
"9233","Los Angeles","Furniture","$31","$95","Consumer"
"9234","Los Angeles","Office Supplies","$1","$24","Consumer"
"9235","Los Angeles","Technology","$68","$1,091","Consumer"
"9236","Los Angeles","Office Supplies","$5","$19","Consumer"
"9237","Los Angeles","Furniture","$28","$569","Consumer"
"9238","Los Angeles","Office Supplies","$3","$7","Consumer"
"9239","Columbus","Furniture","-$4","$148","Consumer"
"9240","Tallahassee","Office Supplies","$21","$57","Corporate"
"9241","Tallahassee","Office Supplies","-$4","$6","Corporate"
"9242","Tallahassee","Office Supplies","$1","$7","Corporate"
"9243","San Francisco","Office Supplies","$5","$14","Home Office"
"9244","San Francisco","Furniture","$7","$120","Home Office"
"9245","San Francisco","Office Supplies","$2","$6","Home Office"
"9246","San Francisco","Office Supplies","$16","$32","Home Office"
"9247","San Francisco","Office Supplies","$3","$10","Home Office"
"9248","San Francisco","Office Supplies","$1","$3","Home Office"
"9249","New York City","Office Supplies","$1","$4","Consumer"
"9250","New York City","Technology","$220","$882","Consumer"
"9251","Marion","Office Supplies","$54","$116","Corporate"
"9252","Los Angeles","Office Supplies","$34","$108","Corporate"
"9253","Pine Bluff","Technology","$64","$200","Consumer"
"9254","Pine Bluff","Office Supplies","$6","$13","Consumer"
"9255","Columbia","Furniture","$15","$61","Consumer"
"9256","Columbia","Office Supplies","$7","$15","Consumer"
"9257","Columbia","Office Supplies","$4","$10","Consumer"
"9258","Columbia","Furniture","$53","$333","Consumer"
"9259","Columbia","Office Supplies","$24","$52","Consumer"
"9260","Columbia","Office Supplies","$3","$65","Consumer"
"9261","Aberdeen","Office Supplies","$7","$26","Consumer"
"9262","Seattle","Furniture","-$3","$216","Home Office"
"9263","Detroit","Furniture","$35","$390","Consumer"
"9264","Detroit","Office Supplies","$54","$270","Consumer"
"9265","Memphis","Office Supplies","-$8","$12","Corporate"
"9266","Memphis","Office Supplies","$24","$65","Corporate"
"9267","North Las Vegas","Furniture","$6","$15","Home Office"
"9268","Freeport","Furniture","$7","$103","Consumer"
"9269","Freeport","Office Supplies","$10","$20","Consumer"
"9270","New York City","Office Supplies","$11","$32","Consumer"
"9271","New York City","Office Supplies","$1,453","$4,306","Consumer"
"9272","New York City","Furniture","$4","$10","Corporate"
"9273","New York City","Technology","$303","$632","Corporate"
"9274","Henderson","Office Supplies","$757","$1,578","Consumer"
"9275","Albuquerque","Office Supplies","$113","$256","Corporate"
"9276","Delray Beach","Office Supplies","$14","$185","Corporate"
"9277","Delray Beach","Technology","$12","$48","Corporate"
"9278","Philadelphia","Office Supplies","$5","$16","Consumer"
"9279","Philadelphia","Office Supplies","-$6","$8","Consumer"
"9280","Philadelphia","Furniture","-$28","$399","Consumer"
"9281","Seattle","Furniture","$41","$164","Home Office"
"9282","Richmond","Office Supplies","$20","$68","Consumer"
"9283","West Palm Beach","Office Supplies","$25","$72","Consumer"
"9284","Fort Collins","Office Supplies","$4","$12","Consumer"
"9285","Franklin","Furniture","$43","$393","Corporate"
"9286","Monroe","Furniture","$5","$18","Consumer"
"9287","Dallas","Office Supplies","-$11","$7","Home Office"
"9288","Dallas","Furniture","-$85","$457","Home Office"
"9289","Philadelphia","Furniture","-$15","$1,079","Consumer"
"9290","San Francisco","Office Supplies","$23","$49","Home Office"
"9291","Dover","Office Supplies","$3","$10","Consumer"
"9292","Dover","Office Supplies","$16","$35","Consumer"
"9293","Waco","Office Supplies","-$1","$1","Corporate"
"9294","Hagerstown","Office Supplies","$21","$44","Consumer"
"9295","Cleveland","Office Supplies","$5","$14","Corporate"
"9296","Cleveland","Furniture","-$65","$116","Corporate"
"9297","Mcallen","Technology","$8","$41","Corporate"
"9298","Mcallen","Technology","$24","$245","Corporate"
"9299","Mcallen","Office Supplies","$7","$74","Corporate"
"9300","Mcallen","Office Supplies","-$7","$4","Corporate"
"9301","Mcallen","Furniture","-$20","$57","Corporate"
"9302","Mcallen","Technology","$6","$98","Corporate"
"9303","Mcallen","Office Supplies","$1","$8","Corporate"
"9304","Mcallen","Office Supplies","$5","$16","Corporate"
"9305","Mcallen","Office Supplies","-$2","$1","Corporate"
"9306","Santa Fe","Office Supplies","$2","$8","Home Office"
"9307","San Francisco","Office Supplies","$2","$7","Consumer"
"9308","San Francisco","Office Supplies","$4","$15","Consumer"
"9309","San Francisco","Technology","$16","$45","Consumer"
"9310","San Francisco","Office Supplies","$10","$25","Consumer"
"9311","New York City","Office Supplies","$46","$147","Corporate"
"9312","Dallas","Office Supplies","$2","$5","Consumer"
"9313","Dallas","Office Supplies","$5","$63","Consumer"
"9314","Detroit","Office Supplies","$117","$418","Corporate"
"9315","Detroit","Office Supplies","$47","$124","Corporate"
"9316","Philadelphia","Technology","-$28","$119","Consumer"
"9317","Philadelphia","Office Supplies","-$163","$769","Consumer"
"9318","Carrollton","Technology","-$3","$48","Consumer"
"9319","New York City","Office Supplies","$6","$13","Corporate"
"9320","New York City","Furniture","$25","$164","Corporate"
"9321","New York City","Furniture","$31","$184","Corporate"
"9322","Houston","Furniture","-$6","$11","Consumer"
"9323","Houston","Furniture","-$84","$66","Consumer"
"9324","Los Angeles","Office Supplies","$97","$211","Consumer"
"9325","Los Angeles","Furniture","$59","$595","Consumer"
"9326","Los Angeles","Office Supplies","$24","$73","Consumer"
"9327","Edmonds","Furniture","$35","$81","Consumer"
"9328","Edmonds","Technology","$34","$456","Consumer"
"9329","Edmonds","Office Supplies","$7","$26","Consumer"
"9330","San Francisco","Office Supplies","$15","$45","Consumer"
"9331","New York City","Office Supplies","$7","$16","Consumer"
"9332","Springfield","Technology","$75","$859","Corporate"
"9333","Georgetown","Office Supplies","$51","$196","Consumer"
"9334","Georgetown","Office Supplies","$7","$14","Consumer"
"9335","Coral Springs","Furniture","-$16","$314","Consumer"
"9336","Coral Springs","Office Supplies","$1","$5","Consumer"
"9337","San Francisco","Office Supplies","$9","$18","Corporate"
"9338","San Francisco","Office Supplies","$1","$3","Corporate"
"9339","San Francisco","Office Supplies","$7","$20","Corporate"
"9340","San Francisco","Office Supplies","$69","$147","Corporate"
"9341","San Francisco","Office Supplies","$9","$19","Corporate"
"9342","San Francisco","Technology","$12","$118","Corporate"
"9343","Riverside","Office Supplies","$19","$51","Home Office"
"9344","Troy","Furniture","-$106","$456","Home Office"
"9345","Troy","Office Supplies","-$5","$6","Home Office"
"9346","Troy","Technology","-$12","$58","Home Office"
"9347","Troy","Furniture","$8","$30","Home Office"
"9348","Troy","Furniture","-$13","$899","Home Office"
"9349","Moreno Valley","Furniture","$202","$843","Consumer"
"9350","Moreno Valley","Furniture","$11","$42","Consumer"
"9351","Seattle","Office Supplies","$4","$13","Corporate"
"9352","Seattle","Furniture","-$21","$185","Corporate"
"9353","Chicago","Furniture","-$15","$520","Consumer"
"9354","Chicago","Office Supplies","$4","$11","Consumer"
"9355","Jackson","Office Supplies","$9","$19","Home Office"
"9356","Jackson","Office Supplies","$1","$4","Home Office"
"9357","Jackson","Office Supplies","$9","$19","Home Office"
"9358","New York City","Office Supplies","$15","$43","Corporate"
"9359","New York City","Furniture","-$99","$314","Corporate"
"9360","New York City","Furniture","$8","$46","Corporate"
"9361","New York City","Office Supplies","$0","$429","Corporate"
