"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"7769","Tallahassee","Office Supplies","$9","$27","Consumer",2017-02-11,"11/17/2017"
"7770","Riverside","Technology","$91","$1,040","Corporate",2016-02-08,"42377"
"7771","Riverside","Office Supplies","$14","$46","Corporate",2016-02-08,"42377"
"7772","Lancaster","Office Supplies","-$304","$457","Consumer",2016-02-11,"42412"
"7773","Lancaster","Technology","-$6,600","$4,500","Consumer",2016-02-11,"42412"
"7774","Lancaster","Technology","$12","$60","Consumer",2016-02-11,"42412"
"7775","San Francisco","Office Supplies","$3","$6","Consumer",2016-02-04,"4/15/2016"
"7776","Moreno Valley","Office Supplies","$3","$11","Home Office",2014-02-12,"12/31/2014"
"7777","Moreno Valley","Office Supplies","$4","$8","Home Office",2014-02-12,"12/31/2014"
"7778","Moreno Valley","Office Supplies","$14","$51","Home Office",2014-02-12,"12/31/2014"
"7779","Moreno Valley","Office Supplies","$14","$37","Home Office",2014-02-12,"12/31/2014"
"7780","Chesapeake","Office Supplies","$55","$204","Consumer",2016-02-04,"4/22/2016"
"7781","Chesapeake","Technology","$8","$30","Consumer",2016-02-04,"4/22/2016"
"7782","Chicago","Office Supplies","-$15","$9","Consumer",2015-02-03,"42341"
"7783","Charlotte","Office Supplies","$4","$45","Corporate",2016-02-11,"42532"
"7784","Charlotte","Furniture","-$292","$876","Corporate",2016-02-11,"42532"
"7785","Charlotte","Office Supplies","-$35","$185","Corporate",2016-02-11,"42532"
"7786","New York City","Office Supplies","$12","$25","Consumer",2014-02-11,"41802"
"7787","Chicago","Office Supplies","-$5","$3","Consumer",2016-02-05,"5/20/2016"
"7788","Chicago","Office Supplies","$2","$8","Consumer",2016-02-05,"5/20/2016"
"7789","Chicago","Furniture","-$10","$23","Consumer",2016-02-05,"5/20/2016"
"7790","Chicago","Office Supplies","$10","$31","Consumer",2016-02-05,"5/20/2016"
"7791","Philadelphia","Office Supplies","-$3","$5","Home Office",2017-02-09,"9/19/2017"
"7792","Chicago","Office Supplies","-$3","$2","Corporate",2016-02-12,"12/24/2016"
"7793","Dallas","Technology","-$1","$40","Corporate",2017-02-10,"10/15/2017"
"7794","Las Vegas","Office Supplies","$16","$32","Corporate",2015-02-12,"12/15/2015"
"7795","Las Vegas","Office Supplies","$49","$98","Corporate",2015-02-12,"12/15/2015"
"7796","Amarillo","Technology","$31","$307","Consumer",2015-02-07,"7/18/2015"
"7797","Middletown","Office Supplies","$13","$27","Corporate",2015-02-10,"42165"
"7798","New York City","Office Supplies","$22","$47","Corporate",2017-02-03,"3/27/2017"
"7799","New York City","Technology","$136","$470","Corporate",2017-02-03,"3/27/2017"
"7800","New York City","Furniture","$2","$208","Corporate",2017-02-03,"3/27/2017"
"7801","Philadelphia","Office Supplies","-$77","$325","Consumer",2017-02-06,"42892"
"7802","Fresno","Furniture","$15","$40","Consumer",2014-02-03,"3/29/2014"
"7803","Franklin","Office Supplies","$4","$12","Home Office",2015-02-09,"9/26/2015"
"7804","Franklin","Office Supplies","-$63","$720","Home Office",2015-02-09,"9/26/2015"
"7805","Franklin","Office Supplies","-$5","$25","Home Office",2015-02-09,"9/26/2015"
"7806","Franklin","Office Supplies","$0","$3","Home Office",2015-02-09,"9/26/2015"
"7807","Franklin","Office Supplies","-$3","$3","Home Office",2015-02-09,"9/26/2015"
"7808","Raleigh","Office Supplies","-$25","$31","Consumer",2016-02-01,"1/13/2016"
"7809","Raleigh","Office Supplies","$6","$48","Consumer",2016-02-01,"1/13/2016"
"7810","Raleigh","Technology","$11","$109","Consumer",2016-02-01,"1/13/2016"
"7811","Clinton","Office Supplies","$2","$5","Consumer",2016-02-02,"2/15/2016"
"7812","Clinton","Office Supplies","$2","$8","Consumer",2016-02-02,"2/15/2016"
"7813","Clinton","Furniture","-$47","$550","Consumer",2016-02-02,"2/15/2016"
"7814","Clinton","Furniture","$5","$11","Consumer",2016-02-02,"2/15/2016"
"7815","Los Angeles","Furniture","$141","$1,498","Home Office",2017-02-06,"43014"
"7816","Los Angeles","Technology","-$4","$18","Home Office",2017-02-06,"43014"
"7817","North Las Vegas","Office Supplies","$29","$113","Home Office",2016-02-10,"10/26/2016"
"7818","North Las Vegas","Office Supplies","$18","$36","Home Office",2016-02-10,"10/26/2016"
"7819","North Las Vegas","Office Supplies","$1,644","$4,536","Home Office",2016-02-10,"10/26/2016"
"7820","San Francisco","Office Supplies","$6","$12","Consumer",2017-02-01,"1/30/2017"
"7821","Cranston","Office Supplies","$160","$593","Home Office",2017-02-12,"43020"
"7822","Jackson","Office Supplies","$7","$112","Consumer",2016-02-10,"10/24/2016"
"7823","Newark","Office Supplies","$3","$9","Home Office",2014-02-08,"41648"
"7824","Newark","Technology","$52","$150","Home Office",2014-02-08,"41648"
"7825","Los Angeles","Furniture","$17","$233","Corporate",2014-02-05,"5/23/2014"
"7826","Rome","Furniture","$15","$91","Corporate",2015-02-02,"42187"
"7827","Chicago","Technology","$38","$509","Corporate",2017-02-10,"42866"
"7828","Chicago","Office Supplies","$3","$10","Corporate",2017-02-10,"42866"
"7829","San Diego","Furniture","$6","$64","Corporate",2015-02-04,"42009"
"7830","San Diego","Office Supplies","$15","$60","Corporate",2015-02-04,"42009"
"7831","San Diego","Technology","$39","$312","Corporate",2015-02-04,"42009"
"7832","San Diego","Office Supplies","$18","$50","Corporate",2015-02-04,"42009"
"7833","Houston","Technology","$2","$19","Consumer",2016-02-05,"5/13/2016"
"7834","West Palm Beach","Office Supplies","$2","$13","Home Office",2015-02-01,"1/28/2015"
"7835","Los Angeles","Furniture","-$15","$242","Consumer",2015-02-04,"4/17/2015"
"7836","Los Angeles","Technology","$42","$480","Consumer",2015-02-04,"4/17/2015"
"7837","Seattle","Furniture","-$12","$307","Corporate",2015-02-09,"9/30/2015"
"7838","Seattle","Office Supplies","$6","$13","Corporate",2015-02-09,"9/30/2015"
"7839","Seattle","Technology","$58","$160","Corporate",2015-02-09,"9/30/2015"
"7840","Des Moines","Office Supplies","$3","$6","Consumer",2014-02-03,"41674"
"7841","Des Moines","Furniture","$107","$1,185","Consumer",2014-02-03,"41674"
"7842","New York City","Office Supplies","$14","$46","Consumer",2016-02-07,"7/22/2016"
"7843","Arlington","Office Supplies","$27","$58","Consumer",2014-02-04,"4/23/2014"
"7844","Arlington","Office Supplies","$34","$71","Consumer",2014-02-04,"4/23/2014"
"7845","Pharr","Furniture","-$21","$124","Consumer",2017-02-07,"7/25/2017"
"7846","Arlington","Office Supplies","$70","$155","Consumer",2015-02-09,"42045"
"7847","Arlington","Technology","$562","$1,872","Consumer",2015-02-09,"42045"
"7848","Houston","Furniture","-$7","$16","Consumer",2016-02-02,"42403"
"7849","Irving","Office Supplies","-$4","$19","Consumer",2016-02-05,"42526"
"7850","Irving","Office Supplies","-$3","$13","Consumer",2016-02-05,"42526"
"7851","Irving","Office Supplies","$2","$5","Consumer",2016-02-05,"42526"
"7852","Chicago","Office Supplies","$3","$8","Corporate",2014-02-12,"12/15/2014"
"7853","Chicago","Office Supplies","-$53","$20","Corporate",2014-02-12,"12/15/2014"
"7854","Los Angeles","Office Supplies","$5","$10","Home Office",2015-02-12,"12/29/2015"
"7855","Hattiesburg","Office Supplies","$90","$321","Consumer",2017-02-12,"43081"
"7856","Hattiesburg","Technology","$23","$52","Consumer",2017-02-12,"43081"
"7857","New York City","Office Supplies","$9","$26","Corporate",2014-02-05,"41645"
"7858","New York City","Technology","$135","$464","Corporate",2014-02-05,"41645"
"7859","New York City","Office Supplies","$78","$236","Corporate",2014-02-05,"41645"
"7860","New York City","Office Supplies","$18","$40","Corporate",2014-02-05,"41645"
"7861","Cuyahoga Falls","Office Supplies","-$12","$19","Consumer",2017-02-03,"42889"
"7862","Seattle","Technology","$3","$18","Consumer",2015-02-10,"10/17/2015"
"7863","Seattle","Office Supplies","$0","$82","Consumer",2015-02-10,"10/17/2015"
"7864","Mesa","Office Supplies","-$65","$273","Consumer",2015-02-07,"7/19/2015"
"7865","Mesa","Office Supplies","$7","$18","Consumer",2015-02-07,"7/19/2015"
"7866","Mesa","Furniture","$50","$442","Consumer",2015-02-07,"7/19/2015"
"7867","Mesa","Furniture","-$192","$128","Consumer",2015-02-07,"7/19/2015"
"7868","Salt Lake City","Office Supplies","$80","$166","Home Office",2014-02-11,"11/24/2014"
"7869","Los Angeles","Office Supplies","$6","$13","Consumer",2016-02-05,"42406"
"7870","Jacksonville","Technology","-$3","$24","Consumer",2017-02-07,"42985"
"7871","Lakewood","Office Supplies","$9","$24","Corporate",2017-02-09,"9/29/2017"
"7872","Lake Forest","Office Supplies","$3","$6","Home Office",2016-02-10,"42561"
"7873","Lake Forest","Furniture","$103","$915","Home Office",2016-02-10,"42561"
"7874","Lake Forest","Office Supplies","$4","$9","Home Office",2016-02-10,"42561"
"7875","Lake Forest","Office Supplies","$46","$98","Home Office",2016-02-10,"42561"
"7876","Portland","Office Supplies","$11","$31","Corporate",2017-02-09,"9/15/2017"
"7877","Portland","Office Supplies","$1","$11","Corporate",2017-02-09,"9/15/2017"
"7878","Charlotte","Office Supplies","$2","$5","Consumer",2015-02-03,"3/18/2015"
"7879","Aurora","Furniture","-$303","$242","Home Office",2016-02-11,"42472"
"7880","Philadelphia","Furniture","-$118","$337","Corporate",2016-02-06,"6/21/2016"
"7881","Thornton","Office Supplies","$1","$13","Consumer",2017-02-12,"42898"
"7882","Thornton","Technology","$11","$77","Consumer",2017-02-12,"42898"
"7883","Thornton","Technology","$14","$102","Consumer",2017-02-12,"42898"
"7884","Thornton","Office Supplies","$4","$10","Consumer",2017-02-12,"42898"
"7885","Thornton","Office Supplies","$6","$47","Consumer",2017-02-12,"42898"
"7886","Thornton","Furniture","$7","$23","Consumer",2017-02-12,"42898"
"7887","Thornton","Furniture","$3","$17","Consumer",2017-02-12,"42898"
"7888","Thornton","Furniture","$5","$16","Consumer",2017-02-12,"42898"
"7889","Davis","Office Supplies","$16","$32","Consumer",2016-02-08,"8/22/2016"
"7890","Fayetteville","Office Supplies","$5","$20","Consumer",2016-02-12,"12/29/2016"
"7891","Fayetteville","Technology","$172","$400","Consumer",2016-02-12,"12/29/2016"
"7892","Fayetteville","Furniture","$138","$344","Consumer",2016-02-12,"12/29/2016"
"7893","Fayetteville","Office Supplies","$50","$106","Consumer",2016-02-12,"12/29/2016"
"7894","New York City","Office Supplies","$4","$14","Home Office",2017-02-07,"7/30/2017"
"7895","Wheeling","Office Supplies","$40","$82","Home Office",2017-02-06,"6/25/2017"
"7896","Wheeling","Office Supplies","$3","$6","Home Office",2017-02-06,"6/25/2017"
"7897","Wheeling","Office Supplies","$219","$448","Home Office",2017-02-06,"6/25/2017"
"7898","Memphis","Office Supplies","$31","$272","Consumer",2017-02-08,"8/18/2017"
"7899","Memphis","Office Supplies","-$1,238","$1,615","Consumer",2017-02-08,"8/18/2017"
"7900","Memphis","Office Supplies","$9","$24","Consumer",2017-02-08,"8/18/2017"
"7901","Memphis","Technology","$0","$2","Consumer",2017-02-08,"8/18/2017"
"7902","Memphis","Furniture","$0","$32","Consumer",2017-02-08,"8/18/2017"
"7903","Memphis","Office Supplies","$5","$15","Consumer",2017-02-08,"8/18/2017"
"7904","Memphis","Furniture","$48","$424","Consumer",2017-02-08,"8/18/2017"
"7905","Houston","Office Supplies","$27","$77","Consumer",2015-02-11,"11/13/2015"
"7906","Dallas","Office Supplies","$2","$4","Home Office",2015-02-10,"10/22/2015"
"7907","Dallas","Office Supplies","-$7","$4","Home Office",2015-02-10,"10/22/2015"
"7908","San Francisco","Office Supplies","$179","$716","Corporate",2016-02-07,"42408"
"7909","Morgan Hill","Furniture","$7","$269","Consumer",2016-02-12,"42563"
"7910","Morgan Hill","Office Supplies","$6","$22","Consumer",2016-02-12,"42563"
"7911","Morgan Hill","Office Supplies","$7","$49","Consumer",2016-02-12,"42563"
"7912","Morgan Hill","Furniture","-$12","$206","Consumer",2016-02-12,"42563"
"7913","Saint Charles","Furniture","-$32","$30","Consumer",2016-02-04,"4/30/2016"
"7914","Cleveland","Office Supplies","$2","$26","Consumer",2017-02-08,"8/27/2017"
"7915","New York City","Technology","$1,668","$3,405","Home Office",2017-02-06,"6/21/2017"
"7916","New York City","Technology","$8","$101","Home Office",2017-02-06,"6/21/2017"
"7917","Philadelphia","Furniture","-$93","$344","Home Office",2015-02-11,"11/24/2015"
"7918","Garland","Office Supplies","$4","$30","Home Office",2017-02-09,"42956"
"7919","San Diego","Office Supplies","$7","$23","Home Office",2015-02-07,"42223"
"7920","Waterbury","Office Supplies","$11","$39","Home Office",2017-02-09,"9/21/2017"
"7921","Waterbury","Technology","$11","$60","Home Office",2017-02-09,"9/21/2017"
"7922","Columbia","Office Supplies","$82","$174","Consumer",2017-02-03,"3/17/2017"
"7923","Hollywood","Technology","$38","$384","Home Office",2017-02-09,"9/29/2017"
"7924","Hollywood","Office Supplies","-$11","$16","Home Office",2017-02-09,"9/29/2017"
"7925","Springfield","Office Supplies","$11","$22","Consumer",2016-02-08,"8/16/2016"
"7926","Springfield","Office Supplies","$52","$104","Consumer",2016-02-08,"8/16/2016"
"7927","New York City","Technology","$1","$3","Corporate",2017-02-11,"11/24/2017"
"7928","New York City","Technology","$171","$570","Corporate",2017-02-11,"11/24/2017"
"7929","New York City","Furniture","$9","$51","Corporate",2017-02-11,"11/24/2017"
"7930","Dallas","Furniture","-$4","$298","Home Office",2017-02-07,"7/27/2017"
"7931","New York City","Office Supplies","$18","$60","Corporate",2016-02-03,"3/27/2016"
"7932","Portland","Furniture","$23","$230","Corporate",2016-02-07,"7/20/2016"
"7933","Portland","Office Supplies","$34","$106","Corporate",2016-02-07,"7/20/2016"
"7934","Brentwood","Office Supplies","$12","$23","Corporate",2017-02-08,"8/24/2017"
"7935","Brentwood","Technology","$9","$72","Corporate",2017-02-08,"8/24/2017"
"7936","Brentwood","Office Supplies","$4","$9","Corporate",2017-02-08,"8/24/2017"
"7937","Brentwood","Office Supplies","$5","$14","Corporate",2017-02-08,"8/24/2017"
"7938","Brentwood","Office Supplies","$655","$2,518","Corporate",2017-02-08,"8/24/2017"
"7939","Brentwood","Office Supplies","$141","$541","Corporate",2017-02-08,"8/24/2017"
"7940","Brentwood","Office Supplies","$77","$221","Corporate",2017-02-08,"8/24/2017"
"7941","San Diego","Furniture","-$9","$81","Corporate",2016-02-12,"12/17/2016"
"7942","San Diego","Office Supplies","$35","$135","Corporate",2016-02-12,"12/17/2016"
"7943","Dallas","Office Supplies","-$59","$40","Consumer",2017-02-12,"43101"
"7944","Dallas","Office Supplies","$5","$45","Consumer",2017-02-12,"43101"
"7945","Dallas","Office Supplies","$2","$32","Consumer",2017-02-12,"43101"
"7946","Dallas","Office Supplies","-$66","$41","Consumer",2017-02-12,"43101"
"7947","Dallas","Office Supplies","-$5","$3","Consumer",2017-02-12,"43101"
"7948","El Paso","Office Supplies","-$4","$19","Consumer",2014-02-03,"41762"
"7949","El Paso","Furniture","$0","$362","Consumer",2014-02-03,"41762"
"7950","El Paso","Furniture","-$35","$64","Consumer",2014-02-03,"41762"
"7951","El Paso","Office Supplies","-$23","$130","Consumer",2014-02-03,"41762"
"7952","New York City","Office Supplies","$2","$6","Consumer",2015-02-11,"11/24/2015"
"7953","New York City","Technology","$250","$862","Consumer",2015-02-11,"11/24/2015"
"7954","Revere","Office Supplies","$3","$67","Corporate",2014-02-04,"41794"
"7955","Revere","Office Supplies","$3","$6","Corporate",2014-02-04,"41794"
"7956","Chico","Furniture","-$60","$435","Corporate",2017-02-10,"43018"
"7957","Chico","Office Supplies","$7","$15","Corporate",2017-02-10,"43018"
"7958","Chico","Office Supplies","$4","$16","Corporate",2017-02-10,"43018"
"7959","Chico","Furniture","$27","$73","Corporate",2017-02-10,"43018"
"7960","Chico","Furniture","$5","$206","Corporate",2017-02-10,"43018"
"7961","Chico","Technology","$3","$8","Corporate",2017-02-10,"43018"
"7962","Miramar","Office Supplies","-$19","$81","Corporate",2017-02-11,"11/23/2017"
"7963","Miramar","Office Supplies","-$16","$20","Corporate",2017-02-11,"11/23/2017"
"7964","Miramar","Office Supplies","$49","$389","Corporate",2017-02-11,"11/23/2017"
"7965","Miramar","Office Supplies","$7","$21","Corporate",2017-02-11,"11/23/2017"
"7966","Miramar","Office Supplies","$15","$41","Corporate",2017-02-11,"11/23/2017"
"7967","Los Angeles","Office Supplies","$17","$33","Corporate",2015-02-03,"3/30/2015"
"7968","Denver","Furniture","-$191","$91","Corporate",2016-02-10,"42714"
"7969","Denver","Technology","-$3","$16","Corporate",2016-02-10,"42714"
"7970","Denver","Furniture","$14","$121","Corporate",2016-02-10,"42714"
"7971","Philadelphia","Technology","-$113","$520","Corporate",2015-02-08,"8/20/2015"
"7972","Philadelphia","Technology","-$5","$31","Corporate",2015-02-08,"8/20/2015"
"7973","Philadelphia","Office Supplies","$4","$10","Corporate",2015-02-08,"8/20/2015"
"7974","Philadelphia","Office Supplies","-$2","$3","Corporate",2015-02-08,"8/20/2015"
"7975","Philadelphia","Furniture","$0","$254","Corporate",2015-02-08,"8/20/2015"
"7976","Philadelphia","Office Supplies","-$3","$4","Corporate",2015-02-08,"8/20/2015"
"7977","Philadelphia","Office Supplies","$3","$10","Corporate",2015-02-08,"8/20/2015"
"7978","Jackson","Technology","$198","$660","Consumer",2014-02-05,"41765"
"7979","Jackson","Technology","$33","$114","Consumer",2014-02-05,"41765"
"7980","Los Angeles","Office Supplies","$2","$5","Home Office",2015-02-08,"8/31/2015"
"7981","Houston","Office Supplies","$6","$16","Consumer",2014-02-01,"41821"
"7982","Clifton","Office Supplies","$22","$82","Consumer",2014-02-09,"9/13/2014"
"7983","Clifton","Furniture","$76","$255","Consumer",2014-02-09,"9/13/2014"
"7984","Chicago","Office Supplies","$5","$15","Corporate",2017-02-01,"1/25/2017"
"7985","Chicago","Office Supplies","$1","$8","Corporate",2017-02-01,"1/25/2017"
"7986","Seattle","Office Supplies","$3","$8","Consumer",2016-02-04,"4/24/2016"
